Language	Parameter	Cognateset
Crimean Tatar	above	599
Gagauz	above	599
Karakalpak	above	599
Karaim	above	599
Kazakh	above	599
Khakas	above	599
Kirghiz	above	599
Kumyk	above	599
Nogai	above	599
Salar	above	599
Saryg Yugur	above	599
Shor	above	599
Kazan Tatar	above	599
Tofa	above	599
Turkish	above	599
Turkmen	above	599
Tuvan	above	599
Uyghur	above	599
Uzbek	above	599
Dolgan	above	600
Yakut	above	600
Chuvash	above	601
Karachay Balkar	above	602
Salar	above	602
Turkmen	above	602
Karaim	above	603
Tofa	above	603
Tuvan	above	604
Old Turkic	ant (n.)	196
Bashkir	ant (n.)	196
Crimean Tatar	ant (n.)	196
Karakalpak	ant (n.)	196
Karachay Balkar	ant (n.)	196
Karaim	ant (n.)	196
Kazakh	ant (n.)	196
Khakas	ant (n.)	196
Khalaj	ant (n.)	196
Kirghiz	ant (n.)	196
Kumyk	ant (n.)	196
Middle Chulym	ant (n.)	196
Nogai	ant (n.)	196
Salar	ant (n.)	196
Shor	ant (n.)	196
Kazan Tatar	ant (n.)	196
Tofa	ant (n.)	196
Tuvan	ant (n.)	196
Yakut	ant (n.)	196
Azeri	ant (n.)	197
Crimean Tatar	ant (n.)	197
Gagauz	ant (n.)	197
Turkish	ant (n.)	197
Turkmen	ant (n.)	197
North Altay	ant (n.)	198
Old Turkic	ant (n.)	198
South Altay	ant (n.)	198
Uyghur	ant (n.)	198
Uzbek	ant (n.)	198
Baraba Tatar	arm / hand (n.)	38
North Altay	arm / hand (n.)	38
Old Turkic	arm / hand (n.)	38
South Altay	arm / hand (n.)	38
Azeri	arm / hand (n.)	38
Bashkir	arm / hand (n.)	38
Chuvash	arm / hand (n.)	38
Crimean Tatar	arm / hand (n.)	38
Gagauz	arm / hand (n.)	38
Karakalpak	arm / hand (n.)	38
Karachay Balkar	arm / hand (n.)	38
Karaim	arm / hand (n.)	38
Kazakh	arm / hand (n.)	38
Khakas	arm / hand (n.)	38
Khalaj	arm / hand (n.)	38
Kirghiz	arm / hand (n.)	38
Kumyk	arm / hand (n.)	38
Middle Chulym	arm / hand (n.)	38
Nogai	arm / hand (n.)	38
Salar	arm / hand (n.)	38
Saryg Yugur	arm / hand (n.)	38
Shor	arm / hand (n.)	38
Kazan Tatar	arm / hand (n.)	38
Tofa	arm / hand (n.)	38
Turkish	arm / hand (n.)	38
Turkmen	arm / hand (n.)	38
Tuvan	arm / hand (n.)	38
Uyghur	arm / hand (n.)	38
Uzbek	arm / hand (n.)	38
Cuman	arm / hand (n.)	39
Old Turkic	arm / hand (n.)	39
Azeri	arm / hand (n.)	39
Chuvash	arm / hand (n.)	39
Crimean Tatar	arm / hand (n.)	39
Dolgan	arm / hand (n.)	39
Gagauz	arm / hand (n.)	39
Khalaj	arm / hand (n.)	39
Salar	arm / hand (n.)	39
Saryg Yugur	arm / hand (n.)	39
Turkish	arm / hand (n.)	39
Turkmen	arm / hand (n.)	39
Yakut	arm / hand (n.)	39
Karachay Balkar	arm / hand (n.)	40
Karaim	arm / hand (n.)	40
North Altay	ash (n.)	247
Old Turkic	ash (n.)	247
South Altay	ash (n.)	247
Azeri	ash (n.)	247
Bashkir	ash (n.)	247
Chuvash	ash (n.)	247
Crimean Tatar	ash (n.)	247
Dolgan	ash (n.)	247
Gagauz	ash (n.)	247
Karakalpak	ash (n.)	247
Karachay Balkar	ash (n.)	247
Karaim	ash (n.)	247
Kazakh	ash (n.)	247
Khakas	ash (n.)	247
Khalaj	ash (n.)	247
Kirghiz	ash (n.)	247
Kumyk	ash (n.)	247
Middle Chulym	ash (n.)	247
Nogai	ash (n.)	247
Salar	ash (n.)	247
Saryg Yugur	ash (n.)	247
Shor	ash (n.)	247
Kazan Tatar	ash (n.)	247
Tofa	ash (n.)	247
Turkish	ash (n.)	247
Turkmen	ash (n.)	247
Tuvan	ash (n.)	247
Uyghur	ash (n.)	247
Uzbek	ash (n.)	247
Yakut	ash (n.)	247
Baraba Tatar	ask (v.)	370
North Altay	ask (v.)	370
South Altay	ask (v.)	370
Bashkir	ask (v.)	370
Crimean Tatar	ask (v.)	370
Karakalpak	ask (v.)	370
Kazakh	ask (v.)	370
Khakas	ask (v.)	370
Kirghiz	ask (v.)	370
Middle Chulym	ask (v.)	370
Nogai	ask (v.)	370
Shor	ask (v.)	370
Kazan Tatar	ask (v.)	370
Turkish	ask (v.)	370
Turkmen	ask (v.)	370
Uyghur	ask (v.)	370
Uzbek	ask (v.)	370
Old Turkic	ask (v.)	371
Azeri	ask (v.)	371
Karachay Balkar	ask (v.)	371
Kumyk	ask (v.)	371
Nogai	ask (v.)	371
Saryg Yugur	ask (v.)	371
Tofa	ask (v.)	371
Tuvan	ask (v.)	371
Dolgan	ask (v.)	372
Yakut	ask (v.)	372
Azeri	ask (v.)	373
Crimean Tatar	ask (v.)	373
Gagauz	ask (v.)	373
Chuvash	ask (v.)	374
North Altay	ask (v.)	377
Kazan Tatar	ask (v.)	377
Cuman	ask (v.)	378
Old Turkic	ask (v.)	378
Karaim	ask (v.)	378
Saryg Yugur	ask (v.)	378
Baraba Tatar	at	384
Cuman	at	384
North Altay	at	384
Old Turkic	at	384
South Altay	at	384
Azeri	at	384
Bashkir	at	384
Chuvash	at	384
Gagauz	at	384
Karachay Balkar	at	384
Karaim	at	384
Kirghiz	at	384
Kumyk	at	384
Middle Chulym	at	384
Nogai	at	384
Salar	at	384
Saryg Yugur	at	384
Shor	at	384
Tofa	at	384
Turkish	at	384
Turkmen	at	384
Tuvan	at	384
Uyghur	at	384
Yakut	at	385
Dolgan	at	386
Khalaj	at	387
Baraba Tatar	back (n.)	115
Cuman	back (n.)	115
North Altay	back (n.)	115
Old Turkic	back (n.)	115
Azeri	back (n.)	115
Bashkir	back (n.)	115
Crimean Tatar	back (n.)	115
Gagauz	back (n.)	115
Karakalpak	back (n.)	115
Karaim	back (n.)	115
Kazakh	back (n.)	115
Khakas	back (n.)	115
Khalaj	back (n.)	115
Kirghiz	back (n.)	115
Kumyk	back (n.)	115
Nogai	back (n.)	115
Salar	back (n.)	115
Saryg Yugur	back (n.)	115
Kazan Tatar	back (n.)	115
Turkish	back (n.)	115
Turkmen	back (n.)	115
Uyghur	back (n.)	115
Uzbek	back (n.)	115
Tofa	back (n.)	116
Tuvan	back (n.)	116
Chuvash	back (n.)	117
Middle Chulym	back (n.)	117
Shor	back (n.)	118
Yakut	back (n.)	118
Dolgan	back (n.)	119
North Altay	back (n.)	120
South Altay	back (n.)	120
Kazakh	back (n.)	120
Middle Chulym	back (n.)	120
North Altay	back (n.)	121
Karachay Balkar	back (n.)	121
Kazan Tatar	back (n.)	121
Turkish	back (n.)	121
Baraba Tatar	bad	667
Cuman	bad	667
North Altay	bad	667
Old Turkic	bad	667
South Altay	bad	667
Azeri	bad	667
Karakalpak	bad	667
Karachay Balkar	bad	667
Karaim	bad	667
Kazakh	bad	667
Kirghiz	bad	667
Kumyk	bad	667
Nogai	bad	667
Salar	bad	667
Kazan Tatar	bad	667
Turkmen	bad	667
Uyghur	bad	667
Uzbek	bad	667
Old Turkic	bad	668
Saryg Yugur	bad	668
Shor	bad	668
Dolgan	bad	669
Yakut	bad	669
Middle Chulym	bad	670
Crimean Tatar	bad	671
Tofa	bad	671
Turkmen	bad	671
Turkish	bad	672
Bashkir	bad	673
Tofa	bad	674
Tuvan	bad	674
Baraba Tatar	bark (n.)	675
Cuman	bark (n.)	675
North Altay	bark (n.)	675
Azeri	bark (n.)	675
Bashkir	bark (n.)	675
Chuvash	bark (n.)	675
Crimean Tatar	bark (n.)	675
Gagauz	bark (n.)	675
Karakalpak	bark (n.)	675
Karachay Balkar	bark (n.)	675
Karaim	bark (n.)	675
Kazakh	bark (n.)	675
Kirghiz	bark (n.)	675
Kumyk	bark (n.)	675
Nogai	bark (n.)	675
Salar	bark (n.)	675
Kazan Tatar	bark (n.)	675
Turkish	bark (n.)	675
Turkmen	bark (n.)	675
Uyghur	bark (n.)	675
Khakas	bark (n.)	676
Middle Chulym	bark (n.)	676
Shor	bark (n.)	676
Old Turkic	bark (n.)	677
Dolgan	bark (n.)	677
Khalaj	bark (n.)	677
Saryg Yugur	bark (n.)	677
Yakut	bark (n.)	677
South Altay	bark (n.)	678
Tofa	bark (n.)	678
Tuvan	bark (n.)	678
Baraba Tatar	belly (n.)	422
North Altay	belly (n.)	422
South Altay	belly (n.)	422
Bashkir	belly (n.)	422
Dolgan	belly (n.)	422
Karakalpak	belly (n.)	422
Kazakh	belly (n.)	422
Khakas	belly (n.)	422
Kirghiz	belly (n.)	422
Nogai	belly (n.)	422
Saryg Yugur	belly (n.)	422
Tofa	belly (n.)	422
Turkmen	belly (n.)	422
Tuvan	belly (n.)	422
Uyghur	belly (n.)	422
Yakut	belly (n.)	422
Bashkir	belly (n.)	423
Crimean Tatar	belly (n.)	423
Karakalpak	belly (n.)	423
Karaim	belly (n.)	423
Kirghiz	belly (n.)	423
Kumyk	belly (n.)	423
Nogai	belly (n.)	423
Salar	belly (n.)	423
Shor	belly (n.)	423
Kazan Tatar	belly (n.)	423
Uyghur	belly (n.)	423
Cuman	belly (n.)	424
North Altay	belly (n.)	424
Old Turkic	belly (n.)	424
Azeri	belly (n.)	424
Chuvash	belly (n.)	424
Crimean Tatar	belly (n.)	424
Gagauz	belly (n.)	424
Karakalpak	belly (n.)	424
Karachay Balkar	belly (n.)	424
Karaim	belly (n.)	424
Kazakh	belly (n.)	424
Khakas	belly (n.)	424
Khalaj	belly (n.)	424
Middle Chulym	belly (n.)	424
Saryg Yugur	belly (n.)	424
Shor	belly (n.)	424
Kazan Tatar	belly (n.)	424
Turkish	belly (n.)	424
Turkmen	belly (n.)	424
Tuvan	belly (n.)	424
Uyghur	belly (n.)	424
Uzbek	belly (n.)	424
Karakalpak	big	76
Kazakh	big	76
Nogai	big	76
Baraba Tatar	big	77
Cuman	big	77
Old Turkic	big	77
Dolgan	big	77
Karachay Balkar	big	77
Karaim	big	77
Khakas	big	77
Kumyk	big	77
Middle Chulym	big	77
Salar	big	77
Shor	big	77
Tofa	big	77
Turkmen	big	77
Tuvan	big	77
Yakut	big	77
Old Turkic	big	78
Azeri	big	78
Crimean Tatar	big	78
Gagauz	big	78
Karaim	big	78
Khalaj	big	78
Saryg Yugur	big	78
Turkish	big	78
Chuvash	big	79
Baraba Tatar	bird (n.)	275
Cuman	bird (n.)	275
North Altay	bird (n.)	275
Old Turkic	bird (n.)	275
South Altay	bird (n.)	275
Azeri	bird (n.)	275
Bashkir	bird (n.)	275
Crimean Tatar	bird (n.)	275
Gagauz	bird (n.)	275
Karakalpak	bird (n.)	275
Karaim	bird (n.)	275
Kazakh	bird (n.)	275
Khakas	bird (n.)	275
Kumyk	bird (n.)	275
Middle Chulym	bird (n.)	275
Nogai	bird (n.)	275
Salar	bird (n.)	275
Saryg Yugur	bird (n.)	275
Shor	bird (n.)	275
Kazan Tatar	bird (n.)	275
Tofa	bird (n.)	275
Turkish	bird (n.)	275
Turkmen	bird (n.)	275
Tuvan	bird (n.)	275
Uyghur	bird (n.)	275
Uzbek	bird (n.)	275
Dolgan	bird (n.)	276
Yakut	bird (n.)	276
Karachay Balkar	bird (n.)	277
Kirghiz	bird (n.)	277
Chuvash	bird (n.)	278
Cuman	bite (v.)	110
North Altay	bite (v.)	110
Old Turkic	bite (v.)	110
South Altay	bite (v.)	110
Azeri	bite (v.)	110
Bashkir	bite (v.)	110
Crimean Tatar	bite (v.)	110
Karakalpak	bite (v.)	110
Karaim	bite (v.)	110
Kazakh	bite (v.)	110
Kirghiz	bite (v.)	110
Nogai	bite (v.)	110
Salar	bite (v.)	110
Saryg Yugur	bite (v.)	110
Kazan Tatar	bite (v.)	110
Turkmen	bite (v.)	110
Uyghur	bite (v.)	110
Uzbek	bite (v.)	110
Azeri	bite (v.)	111
Karachay Balkar	bite (v.)	111
Kazakh	bite (v.)	111
Kumyk	bite (v.)	111
Middle Chulym	bite (v.)	111
Nogai	bite (v.)	111
Dolgan	bite (v.)	112
Khakas	bite (v.)	112
Shor	bite (v.)	112
Tofa	bite (v.)	112
Turkish	bite (v.)	112
Tuvan	bite (v.)	112
Yakut	bite (v.)	112
Gagauz	bite (v.)	113
Chuvash	bite (v.)	114
Cuman	bitter	67
North Altay	bitter	67
Old Turkic	bitter	67
South Altay	bitter	67
Azeri	bitter	67
Bashkir	bitter	67
Chuvash	bitter	67
Crimean Tatar	bitter	67
Dolgan	bitter	67
Gagauz	bitter	67
Karakalpak	bitter	67
Karachay Balkar	bitter	67
Karaim	bitter	67
Kazakh	bitter	67
Khakas	bitter	67
Khalaj	bitter	67
Kirghiz	bitter	67
Kumyk	bitter	67
Middle Chulym	bitter	67
Nogai	bitter	67
Salar	bitter	67
Saryg Yugur	bitter	67
Shor	bitter	67
Kazan Tatar	bitter	67
Tofa	bitter	67
Turkish	bitter	67
Turkmen	bitter	67
Tuvan	bitter	67
Uyghur	bitter	67
Uzbek	bitter	67
Yakut	bitter	67
Baraba Tatar	black	106
Cuman	black	106
North Altay	black	106
Old Turkic	black	106
South Altay	black	106
Azeri	black	106
Bashkir	black	106
Chuvash	black	106
Crimean Tatar	black	106
Dolgan	black	106
Gagauz	black	106
Karakalpak	black	106
Karachay Balkar	black	106
Karaim	black	106
Kazakh	black	106
Khakas	black	106
Khalaj	black	106
Kirghiz	black	106
Kumyk	black	106
Middle Chulym	black	106
Nogai	black	106
Salar	black	106
Saryg Yugur	black	106
Shor	black	106
Kazan Tatar	black	106
Tofa	black	106
Turkish	black	106
Turkmen	black	106
Tuvan	black	106
Uyghur	black	106
Uzbek	black	106
Yakut	black	106
Baraba Tatar	blood (n.)	13
Cuman	blood (n.)	13
North Altay	blood (n.)	13
Old Turkic	blood (n.)	13
South Altay	blood (n.)	13
Azeri	blood (n.)	13
Bashkir	blood (n.)	13
Chuvash	blood (n.)	13
Crimean Tatar	blood (n.)	13
Dolgan	blood (n.)	13
Gagauz	blood (n.)	13
Karakalpak	blood (n.)	13
Karachay Balkar	blood (n.)	13
Karaim	blood (n.)	13
Kazakh	blood (n.)	13
Khakas	blood (n.)	13
Khalaj	blood (n.)	13
Kirghiz	blood (n.)	13
Kumyk	blood (n.)	13
Middle Chulym	blood (n.)	13
Nogai	blood (n.)	13
Salar	blood (n.)	13
Saryg Yugur	blood (n.)	13
Shor	blood (n.)	13
Kazan Tatar	blood (n.)	13
Tofa	blood (n.)	13
Turkish	blood (n.)	13
Turkmen	blood (n.)	13
Tuvan	blood (n.)	13
Uyghur	blood (n.)	13
Uzbek	blood (n.)	13
Yakut	blood (n.)	13
Baraba Tatar	blow (v.)	218
Azeri	blow (v.)	218
Bashkir	blow (v.)	218
Crimean Tatar	blow (v.)	218
Gagauz	blow (v.)	218
Karakalpak	blow (v.)	218
Khalaj	blow (v.)	218
Kumyk	blow (v.)	218
Nogai	blow (v.)	218
Kazan Tatar	blow (v.)	218
Turkish	blow (v.)	218
Turkmen	blow (v.)	218
Uyghur	blow (v.)	218
Uzbek	blow (v.)	218
Old Turkic	blow (v.)	219
South Altay	blow (v.)	219
Bashkir	blow (v.)	219
Chuvash	blow (v.)	219
Dolgan	blow (v.)	219
Karakalpak	blow (v.)	219
Karachay Balkar	blow (v.)	219
Karaim	blow (v.)	219
Kazakh	blow (v.)	219
Khakas	blow (v.)	219
Middle Chulym	blow (v.)	219
Nogai	blow (v.)	219
Kazan Tatar	blow (v.)	219
Tofa	blow (v.)	219
Tuvan	blow (v.)	219
Yakut	blow (v.)	219
Azeri	blow (v.)	220
Crimean Tatar	blow (v.)	220
Gagauz	blow (v.)	220
Karakalpak	blow (v.)	220
Khakas	blow (v.)	220
Kumyk	blow (v.)	220
Salar	blow (v.)	220
Shor	blow (v.)	220
Turkish	blow (v.)	220
Turkmen	blow (v.)	220
Cuman	blow (v.)	221
South Altay	blow (v.)	221
Kazakh	blow (v.)	221
Kirghiz	blow (v.)	221
Khalaj	blow (v.)	222
Uzbek	blow (v.)	222
Kirghiz	blow (v.)	223
Saryg Yugur	blow (v.)	224
Saryg Yugur	blow (v.)	225
Uyghur	blow (v.)	225
Tuvan	blow (v.)	226
North Altay	blow (v.)	227
Baraba Tatar	blow (v.)	228
Old Turkic	blow (v.)	228
Baraba Tatar	bone (n.)	14
Cuman	bone (n.)	14
North Altay	bone (n.)	14
Old Turkic	bone (n.)	14
South Altay	bone (n.)	14
Azeri	bone (n.)	14
Bashkir	bone (n.)	14
Chuvash	bone (n.)	14
Dolgan	bone (n.)	14
Karakalpak	bone (n.)	14
Karachay Balkar	bone (n.)	14
Karaim	bone (n.)	14
Kazakh	bone (n.)	14
Khakas	bone (n.)	14
Kirghiz	bone (n.)	14
Kumyk	bone (n.)	14
Middle Chulym	bone (n.)	14
Nogai	bone (n.)	14
Salar	bone (n.)	14
Saryg Yugur	bone (n.)	14
Shor	bone (n.)	14
Kazan Tatar	bone (n.)	14
Tofa	bone (n.)	14
Turkmen	bone (n.)	14
Tuvan	bone (n.)	14
Uyghur	bone (n.)	14
Uzbek	bone (n.)	14
Yakut	bone (n.)	14
Crimean Tatar	bone (n.)	15
Gagauz	bone (n.)	15
Turkish	bone (n.)	15
Baraba Tatar	bottom (n.)	349
Cuman	bottom (n.)	349
North Altay	bottom (n.)	349
South Altay	bottom (n.)	349
Azeri	bottom (n.)	349
Bashkir	bottom (n.)	349
Chuvash	bottom (n.)	349
Crimean Tatar	bottom (n.)	349
Dolgan	bottom (n.)	349
Gagauz	bottom (n.)	349
Karakalpak	bottom (n.)	349
Karachay Balkar	bottom (n.)	349
Karaim	bottom (n.)	349
Kazakh	bottom (n.)	349
Khakas	bottom (n.)	349
Kirghiz	bottom (n.)	349
Kumyk	bottom (n.)	349
Middle Chulym	bottom (n.)	349
Nogai	bottom (n.)	349
Saryg Yugur	bottom (n.)	349
Shor	bottom (n.)	349
Kazan Tatar	bottom (n.)	349
Tofa	bottom (n.)	349
Turkish	bottom (n.)	349
Turkmen	bottom (n.)	349
Tuvan	bottom (n.)	349
Uyghur	bottom (n.)	349
Yakut	bottom (n.)	349
Khalaj	bottom (n.)	350
Uyghur	bottom (n.)	350
Uzbek	bottom (n.)	350
Salar	bottom (n.)	351
Baraba Tatar	brain (n.)	581
Cuman	brain (n.)	581
North Altay	brain (n.)	581
Old Turkic	brain (n.)	581
South Altay	brain (n.)	581
Azeri	brain (n.)	581
Bashkir	brain (n.)	581
Chuvash	brain (n.)	581
Crimean Tatar	brain (n.)	581
Gagauz	brain (n.)	581
Karakalpak	brain (n.)	581
Karachay Balkar	brain (n.)	581
Karaim	brain (n.)	581
Kazakh	brain (n.)	581
Khakas	brain (n.)	581
Khalaj	brain (n.)	581
Kirghiz	brain (n.)	581
Kumyk	brain (n.)	581
Middle Chulym	brain (n.)	581
Nogai	brain (n.)	581
Salar	brain (n.)	581
Shor	brain (n.)	581
Kazan Tatar	brain (n.)	581
Tofa	brain (n.)	581
Turkish	brain (n.)	581
Turkmen	brain (n.)	581
Tuvan	brain (n.)	581
Uyghur	brain (n.)	581
Uzbek	brain (n.)	581
Yakut	brain (n.)	581
Baraba Tatar	branch (n.)	331
Cuman	branch (n.)	331
North Altay	branch (n.)	331
Old Turkic	branch (n.)	331
South Altay	branch (n.)	331
Azeri	branch (n.)	331
Bashkir	branch (n.)	331
Crimean Tatar	branch (n.)	331
Gagauz	branch (n.)	331
Karakalpak	branch (n.)	331
Karachay Balkar	branch (n.)	331
Karaim	branch (n.)	331
Kazakh	branch (n.)	331
Kirghiz	branch (n.)	331
Kumyk	branch (n.)	331
Nogai	branch (n.)	331
Salar	branch (n.)	331
Kazan Tatar	branch (n.)	331
Tofa	branch (n.)	331
Turkish	branch (n.)	331
Tuvan	branch (n.)	331
Uyghur	branch (n.)	331
Saryg Yugur	branch (n.)	332
Chuvash	branch (n.)	333
Dolgan	branch (n.)	334
Gagauz	branch (n.)	334
Turkish	branch (n.)	334
Baraba Tatar	break (v.)	641
Cuman	break (v.)	641
North Altay	break (v.)	641
Old Turkic	break (v.)	641
South Altay	break (v.)	641
Azeri	break (v.)	641
Bashkir	break (v.)	641
Crimean Tatar	break (v.)	641
Karakalpak	break (v.)	641
Karachay Balkar	break (v.)	641
Karaim	break (v.)	641
Kazakh	break (v.)	641
Khakas	break (v.)	641
Khalaj	break (v.)	641
Kirghiz	break (v.)	641
Kumyk	break (v.)	641
Middle Chulym	break (v.)	641
Nogai	break (v.)	641
Salar	break (v.)	641
Saryg Yugur	break (v.)	641
Shor	break (v.)	641
Kazan Tatar	break (v.)	641
Tofa	break (v.)	641
Tuvan	break (v.)	641
Uyghur	break (v.)	641
Uzbek	break (v.)	641
Azeri	break (v.)	642
Gagauz	break (v.)	642
Turkish	break (v.)	642
Yakut	break (v.)	643
Chuvash	break (v.)	644
Uyghur	break (v.)	644
Cuman	break (v.)	645
Bashkir	break (v.)	645
Karachay Balkar	break (v.)	645
Khakas	break (v.)	645
Kazan Tatar	break (v.)	645
Turkmen	break (v.)	646
Baraba Tatar	breast (n.) // (chest) (n.)	25
Cuman	breast (n.) // (chest) (n.)	25
North Altay	breast (n.) // (chest) (n.)	25
Old Turkic	breast (n.) // (chest) (n.)	25
South Altay	breast (n.) // (chest) (n.)	25
Azeri	breast (n.) // (chest) (n.)	25
Bashkir	breast (n.) // (chest) (n.)	25
Chuvash	breast (n.) // (chest) (n.)	25
Crimean Tatar	breast (n.) // (chest) (n.)	25
Gagauz	breast (n.) // (chest) (n.)	25
Karakalpak	breast (n.) // (chest) (n.)	25
