Language	Parameter	Cognateset
Kamajura	ACHIOTE	achiote.010
Kayabi	ACHIOTE	achiote.010
Mawe	ACHIOTE	achiote.005
Nheengatu	ACHIOTE	achiote.010
Siriono	ACHIOTE	achiote.010
Tapiete	ACHIOTE	achiote.010
Tapirape	ACHIOTE	achiote.010
Teko	ACHIOTE	achiote.010
Tembe	ACHIOTE	achiote.010
Tupinamba	ACHIOTE	achiote.010
Urueuwauwau	ACHIOTE	achiote.010
Warazu	ACHIOTE	achiote.010
Wayampi	ACHIOTE	achiote.010
Zoe	ACHIOTE	achiote.010
Ache	AFTER	tomorrow.014
Amondawa	AFTER	tomorrow.024
Amondawa	AFTER	tomorrow.024
Apiaka	AFTER	tomorrow.024
Arawete	AFTER	tomorrow.024
Aweti	AFTER	after.021
Aweti	AFTER	after.003
Chiriguano	AFTER	after.024
Chiriguano	AFTER	after.023
Chiriguano	AFTER	after.005
Guajajara	AFTER	tomorrow.024
Guaja	AFTER	tomorrow.024
Guarani	AFTER	tomorrow.024
Guarayo	AFTER	tomorrow.024
Kaapor	AFTER	after.017
Kaapor	AFTER	after.016
Kaiowa	AFTER	tomorrow.024
Kamajura	AFTER	tomorrow.024
Kayabi	AFTER	tomorrow.024
Kayabi	AFTER	tomorrow.024
Mawe	AFTER	after.013
Mawe	AFTER	tomorrow.024
Mbya	AFTER	tomorrow.024
Nheengatu	AFTER	tomorrow.024
Nheengatu	AFTER	tomorrow.024
Siriono	AFTER	tomorrow.024
Siriono	AFTER	after.008
Tapiete	AFTER	after.005
Tapiete	AFTER	after.005
Tapirape	AFTER	tomorrow.024
Tapirape	AFTER	tomorrow.024
Tapirape	AFTER	tomorrow.024
Teko	AFTER	after.004
Teko	AFTER	after.004
Tembe	AFTER	tomorrow.024
Tembe	AFTER	tomorrow.024
Tupinamba	AFTER	tomorrow.024
Tupinamba	AFTER	tomorrow.024
Tupinamba	AFTER	tomorrow.024
Urueuwauwau	AFTER	tomorrow.024
Urueuwauwau	AFTER	tomorrow.024
Warazu	AFTER	tomorrow.024
Warazu	AFTER	tomorrow.024
Wayampi	AFTER	tomorrow.024
Wayampi	AFTER	tomorrow.024
Xeta	AFTER	tomorrow.024
Yuki	AFTER	after.012
Zoe	AFTER	tomorrow.024
Amondawa	AGOUTI	paca.015
Amondawa	AGOUTI	paca.015
Apiaka	AGOUTI	paca.015
Arawete	AGOUTI	paca.015
Aweti	AGOUTI	paca.015
Chiriguano	AGOUTI	paca.015
Guajajara	AGOUTI	paca.015
Guaja	AGOUTI	paca.015
Guarani	AGOUTI	paca.015
Guarayo	AGOUTI	paca.015
Kaapor	AGOUTI	paca.015
Kaiowa	AGOUTI	paca.015
Kamajura	AGOUTI	paca.015
Kayabi	AGOUTI	paca.015
Mawe	AGOUTI	paca.015
Mbya	AGOUTI	paca.015
Nheengatu	AGOUTI	paca.015
Siriono	AGOUTI	agouti.006
Tapirape	AGOUTI	paca.015
Teko	AGOUTI	paca.015
Tembe	AGOUTI	paca.015
Tupinamba	AGOUTI	paca.015
Urueuwauwau	AGOUTI	paca.015
Warazu	AGOUTI	paca.015
Wayampi	AGOUTI	paca.015
Xeta	AGOUTI	agouti.010
Xeta	AGOUTI	agouti.001
Zoe	AGOUTI	paca.015
Ache	ALL	all.002
Amondawa	ALL	all.009
Apiaka	ALL	all.009
Arawete	ALL	all.009
Aweti	ALL	all.018
Chiriguano	ALL	all.009
Guajajara	ALL	all.009
Guaja	ALL	all.009
Guarani	ALL	all.009
Guarayo	ALL	all.009
Kaapor	ALL	all.019
Kaapor	ALL	all.009
Kaiowa	ALL	all.009
Kamajura	ALL	all.009
Kayabi	ALL	all.009
Mawe	ALL	all.017
Mbya	ALL	all.009
Nheengatu	ALL	all.009
Siriono	ALL	all.009
Tapiete	ALL	all.009
Tapirape	ALL	all.009
Teko	ALL	all.009
Tembe	ALL	all.009
Tupinamba	ALL	all.009
Urueuwauwau	ALL	all.009
Warazu	ALL	all.007
Wayampi	ALL	all.009
Wayampi	ALL	all.023
Xeta	ALL	all.009
Yuki	ALL	all.015
Zoe	ALL	all.015
Ache	ALONE	alone.013
Arawete	ALONE	alone.018
Aweti	ALONE	alone.021
Chiriguano	ALONE	alone.004
Guajajara	ALONE	alone.001
Guaja	ALONE	alone.010
Guarani	ALONE	alone.004
Guarayo	ALONE	alone.003
Kaapor	ALONE	alone.008
Kayabi	ALONE	alone.008
Mawe	ALONE	alone.020
Mbya	ALONE	alone.005
Mbya	ALONE	alone.004
Siriono	ALONE	alone.003
Tapirape	ALONE	alone.016
Teko	ALONE	alone.015
Teko	ALONE	alone.017
Tembe	ALONE	alone.001
Tembe	ALONE	alone.001
Tupinamba	ALONE	alone.004
Urueuwauwau	ALONE	alone.008
Wayampi	ALONE	alone.012
Yuki	ALONE	alone.011
Zoe	ALONE	alone.002
Apiaka	ANACONDA_WATER_BOA	anaconda.010
Arawete	ANACONDA_WATER_BOA	snake.007
Aweti	ANACONDA_WATER_BOA	anaconda.019
Guajajara	ANACONDA_WATER_BOA	anaconda.019
Guaja	ANACONDA_WATER_BOA	snake.007
Guarani	ANACONDA_WATER_BOA	snake.007
Kaapor	ANACONDA_WATER_BOA	anaconda.019
Kaapor	ANACONDA_WATER_BOA	snake.007
Kamajura	ANACONDA_WATER_BOA	anaconda.019
Kayabi	ANACONDA_WATER_BOA	anaconda.019
Mawe	ANACONDA_WATER_BOA	snake.007
Mbya	ANACONDA_WATER_BOA	snake.007
Nheengatu	ANACONDA_WATER_BOA	snake.007
Siriono	ANACONDA_WATER_BOA	anaconda.019
Tapirape	ANACONDA_WATER_BOA	snake.007
Teko	ANACONDA_WATER_BOA	anaconda.019
Tembe	ANACONDA_WATER_BOA	snake.007
Tembe	ANACONDA_WATER_BOA	anaconda.019
Tupinamba	ANACONDA_WATER_BOA	snake.007
Warazu	ANACONDA_WATER_BOA	hit.010
Wayampi	ANACONDA_WATER_BOA	anaconda.019
Zoe	ANACONDA_WATER_BOA	pumpkin.002
Ache	ANT	ant.010
Amondawa	ANT	ant.018
Apiaka	ANT	ant.010
Arawete	ANT	ant.010
Aweti	ANT	ant.010
Chiriguano	ANT	ant.010
Guajajara	ANT	ant.010
Guaja	ANT	ant.010
Guarani	ANT	ant.010
Guarayo	ANT	ant.010
Kaapor	ANT	ant.010
Kamajura	ANT	ant.011
Kayabi	ANT	ant.004
Mawe	ANT	ant.010
Mbya	ANT	ant.010
Siriono	ANT	ant.010
Tapiete	ANT	ant.010
Tapirape	ANT	ant.010
Teko	ANT	ant.010
Tembe	ANT	ant.010
Tupinamba	ANT	ant.008
Tupinamba	ANT	ant.015
Tupinamba	ANT	ant.020
Tupinamba	ANT	ant.010
Tupinamba	ANT	ant.010
Wayampi	ANT	ant.010
Xeta	ANT	ant.015
Yuki	ANT	ant.010
Zoe	ANT	ant.010
Ache	ANTEATER	anteater.010
Apiaka	ANTEATER	anteater.025
Arawete	ANTEATER	anteater.025
Aweti	ANTEATER	anteater.025
Chiriguano	ANTEATER	anteater.025
Guajajara	ANTEATER	anteater.025
Guaja	ANTEATER	anteater.025
Guarani	ANTEATER	anteater.017
Guarayo	ANTEATER	anteater.025
Kaapor	ANTEATER	anteater.016
Kamajura	ANTEATER	anteater.025
Kayabi	ANTEATER	anteater.025
Mawe	ANTEATER	anteater.021
Mawe	ANTEATER	anteater.011
Mbya	ANTEATER	anteater.020
Nheengatu	ANTEATER	anteater.025
Siriono	ANTEATER	anteater.025
Siriono	ANTEATER	anteater.018
Tapiete	ANTEATER	anteater.012
Tapirape	ANTEATER	anteater.025
Teko	ANTEATER	anteater.025
Tembe	ANTEATER	anteater.025
Tupinamba	ANTEATER	anteater.025
Warazu	ANTEATER	anteater.025
Wayampi	ANTEATER	anteater.025
Xeta	ANTEATER	anteater.015
Zoe	ANTEATER	anteater.025
Aweti	ANUS	grave.004
Guajajara	ANUS	grave.004
Guaja	ANUS	anus.001
Guarani	ANUS	anus.005
Guarayo	ANUS	grave.004
Kaapor	ANUS	grave.004
Kayabi	ANUS	grave.004
Siriono	ANUS	grave.004
Teko	ANUS	anus.011
Tembe	ANUS	grave.004
Tupinamba	ANUS	grave.004
Warazu	ANUS	grave.004
Wayampi	ANUS	grave.004
Xeta	ANUS	grave.004
Xeta	ANUS	anus.007
Zoe	ANUS	grave.004
Ache	ARM	wrist.002
Amondawa	ARM	wrist.002
Apiaka	ARM	wrist.002
Arawete	ARM	wrist.002
Aweti	ARM	wrist.002
Chiriguano	ARM	wrist.002
Guajajara	ARM	wrist.002
Guaja	ARM	wrist.002
Guarani	ARM	wrist.002
Guarayo	ARM	wrist.002
Kaapor	ARM	wrist.002
Kaiowa	ARM	wrist.002
Kamajura	ARM	wrist.002
Kayabi	ARM	wrist.002
Mawe	ARM	arm.003
Mbya	ARM	wrist.002
Nheengatu	ARM	wrist.002
Siriono	ARM	wrist.002
Tapiete	ARM	wrist.002
Tapirape	ARM	wrist.002
Teko	ARM	wrist.002
Tembe	ARM	wrist.002
Tupinamba	ARM	wrist.002
Warazu	ARM	wrist.002
Wayampi	ARM	wrist.002
Xeta	ARM	wrist.002
Yuki	ARM	wrist.002
Zoe	ARM	wrist.002
Ache	ARMADILLO	armadillo.004
Amondawa	ARMADILLO	armadillo.004
Apiaka	ARMADILLO	armadillo.004
Arawete	ARMADILLO	armadillo.004
Aweti	ARMADILLO	armadillo.004
Chiriguano	ARMADILLO	armadillo.004
Guajajara	ARMADILLO	armadillo.004
Guaja	ARMADILLO	armadillo.004
Guarani	ARMADILLO	armadillo.004
Guarayo	ARMADILLO	armadillo.004
Kaapor	ARMADILLO	armadillo.004
Kaiowa	ARMADILLO	armadillo.004
Kamajura	ARMADILLO	armadillo.004
Kayabi	ARMADILLO	armadillo.004
Mawe	ARMADILLO	armadillo.004
Mbya	ARMADILLO	armadillo.004
Nheengatu	ARMADILLO	armadillo.004
Siriono	ARMADILLO	armadillo.004
Tapiete	ARMADILLO	armadillo.004
Tapirape	ARMADILLO	armadillo.004
Teko	ARMADILLO	armadillo.004
Tembe	ARMADILLO	armadillo.004
Tupinamba	ARMADILLO	armadillo.004
Urueuwauwau	ARMADILLO	armadillo.004
Warazu	ARMADILLO	armadillo.004
Wayampi	ARMADILLO	armadillo.004
Xeta	ARMADILLO	armadillo.004
Yuki	ARMADILLO	armadillo.004
Zoe	ARMADILLO	armadillo.004
Ache	ARRIVE	arrive.017
Amondawa	ARRIVE	arrive.002
Amondawa	ARRIVE	arrive.003
Apiaka	ARRIVE	arrive.003
Arawete	ARRIVE	arrive.003
Aweti	ARRIVE	arrive.018
Chiriguano	ARRIVE	arrive.006
Chiriguano	ARRIVE	arrive.003
Guajajara	ARRIVE	arrive.003
Guaja	ARRIVE	arrive.016
Guaja	ARRIVE	arrive.002
Guarani	ARRIVE	arrive.006
Guarani	ARRIVE	arrive.003
Guarayo	ARRIVE	arrive.006
Kaapor	ARRIVE	arrive.011
Kamajura	ARRIVE	arrive.011
Kayabi	ARRIVE	arrive.003
Mawe	ARRIVE	arrive.018
Mbya	ARRIVE	arrive.003
Nheengatu	ARRIVE	arrive.011
Siriono	ARRIVE	arrive.003
Tapiete	ARRIVE	arrive.003
Tapirape	ARRIVE	arrive.003
Teko	ARRIVE	arrive.002
Teko	ARRIVE	arrive.011
Tembe	ARRIVE	arrive.003
Tupinamba	ARRIVE	arrive.011
Urueuwauwau	ARRIVE	arrive.002
Urueuwauwau	ARRIVE	arrive.003
Warazu	ARRIVE	arrive.003
Wayampi	ARRIVE	arrive.017
Wayampi	ARRIVE	arrive.003
Yuki	ARRIVE	arrive.015
Zoe	ARRIVE	arrive.003
Ache	ARROW	arrow.017
Amondawa	ARROW	arrow.007
Apiaka	ARROW	arrow.007
Arawete	ARROW	arrow.007
Aweti	ARROW	arrow.007
Chiriguano	ARROW	arrow.018
Guajajara	ARROW	arrow.007
Guaja	ARROW	arrow.007
Guarani	ARROW	arrow.007
Guarayo	ARROW	arrow.007
Kaapor	ARROW	arrow.007
Kaiowa	ARROW	arrow.007
Kamajura	ARROW	arrow.007
Kayabi	ARROW	arrow.007
Mawe	ARROW	arrow.006
Mbya	ARROW	arrow.007
Nheengatu	ARROW	acai_palm.010
Siriono	ARROW	arrow.007
Tapiete	ARROW	arrow.007
Tapirape	ARROW	arrow.007
Teko	ARROW	arrow.003
Teko	ARROW	arrow.007
Tembe	ARROW	arrow.007
Tupinamba	ARROW	arrow.007
Warazu	ARROW	arrow.007
Wayampi	ARROW	arrow.007
Xeta	ARROW	arrow.007
Yuki	ARROW	arrow.010
Zoe	ARROW	arrow.007
Ache	ASH	ash.018
Amondawa	ASH	ash.005
Amondawa	ASH	ash.004
Apiaka	ASH	ash.004
Arawete	ASH	ash.004
Aweti	ASH	ash.004
Chiriguano	ASH	ash.004
Guajajara	ASH	ash.004
Guarani	ASH	ash.004
Guarayo	ASH	ash.004
Kaapor	ASH	ash.004
Kaiowa	ASH	ash.004
Kayabi	ASH	ash.004
Mawe	ASH	ash.010
Mbya	ASH	ash.004
Nheengatu	ASH	ash.004
Siriono	ASH	ash.009
Tapiete	ASH	ash.004
Teko	ASH	ash.004
Teko	ASH	ash.004
Tembe	ASH	ash.004
Tupinamba	ASH	ash.004
Urueuwauwau	ASH	ash.004
Warazu	ASH	ash.004
Wayampi	ASH	ash.004
Xeta	ASH	ash.017
Yuki	ASH	ash.012
Ache	AXE	axe.016
Amondawa	AXE	axe.014
Apiaka	AXE	axe.016
Arawete	AXE	axe.016
Aweti	AXE	axe.012
Chiriguano	AXE	axe.016
Guajajara	AXE	axe.016
Guaja	AXE	axe.005
Guarani	AXE	axe.010
Guarayo	AXE	axe.016
Kaapor	AXE	axe.016
Kamajura	AXE	axe.016
Kayabi	AXE	axe.007
Mawe	AXE	ornament.012
Mbya	AXE	axe.004
Nheengatu	AXE	axe.016
Siriono	AXE	stone.006
Tapiete	AXE	axe.016
Tapirape	AXE	axe.016
Teko	AXE	axe.016
Tembe	AXE	axe.016
Tupinamba	AXE	axe.016
Urueuwauwau	AXE	axe.003
Warazu	AXE	axe.016
Wayampi	AXE	axe.016
Xeta	AXE	axe.013
Xeta	AXE	axe.016
Zoe	AXE	axe.009
Arawete	BABACU_Attalea_speciosa	babacu.013
Guajajara	BABACU_Attalea_speciosa	babacu.013
Guaja	BABACU_Attalea_speciosa	babacu.013
Kaapor	BABACU_Attalea_speciosa	forest.010
Mawe	BABACU_Attalea_speciosa	babacu.012
Tupinamba	BABACU_Attalea_speciosa	mirror.007
Arawete	BABY_CARRIER	baby_carrier.007
Guajajara	BABY_CARRIER	baby_carrier.007
Guaja	BABY_CARRIER	baby_carrier.003
Guaja	BABY_CARRIER	baby_carrier.007
Guaja	BABY_CARRIER	baby_carrier.001
Kaapor	BABY_CARRIER	baby_carrier.002
Kayabi	BABY_CARRIER	baby_carrier.007
Mawe	BABY_CARRIER	baby_carrier.007
Teko	BABY_CARRIER	baby_carrier.007
Tembe	BABY_CARRIER	baby_carrier.007
Tupinamba	BABY_CARRIER	baby_carrier.007
Ache	BACK	back.008
Amondawa	BACK	back.005
Apiaka	BACK	back.005
Arawete	BACK	back.005
Aweti	BACK	back.005
Chiriguano	BACK	back.005
Guajajara	BACK	back.005
Guaja	BACK	back.002
Guarani	BACK	back.005
Guarayo	BACK	back.005
Kaapor	BACK	back.005
Kamajura	BACK	back.005
Kayabi	BACK	back.005
Mawe	BACK	back.005
Mbya	BACK	back.005
Nheengatu	BACK	back.005
Siriono	BACK	back.007
Tapiete	BACK	back.005
Tapirape	BACK	back.005
Teko	BACK	back.005
Tembe	BACK	back.005
Tupinamba	BACK	back.007
Urueuwauwau	BACK	back.005
Warazu	BACK	back.005
Wayampi	BACK	back.005
Xeta	BACK	back.005
Yuki	BACK	back.005
Zoe	BACK	back.005
Ache	BAD_OR_EVIL	pan.007
Ache	BAD_OR_EVIL	bad_or_evil.015
Apiaka	BAD_OR_EVIL	bad_or_evil.016
Apiaka	BAD_OR_EVIL	bad_or_evil.001
Chiriguano	BAD_OR_EVIL	pan.007
Guajajara	BAD_OR_EVIL	ugly.017
Guaja	BAD_OR_EVIL	bad_or_evil.004
Guarani	BAD_OR_EVIL	ugly.017
Guarayo	BAD_OR_EVIL	forget.002
Kaapor	BAD_OR_EVIL	ugly.017
Kaiowa	BAD_OR_EVIL	ugly.017
Mawe	BAD_OR_EVIL	bad_or_evil.010
Mbya	BAD_OR_EVIL	ugly.017
Nheengatu	BAD_OR_EVIL	pan.007
Siriono	BAD_OR_EVIL	bad_or_evil.011
Tapiete	BAD_OR_EVIL	bad_or_evil.001
Tapirape	BAD_OR_EVIL	ugly.017
Teko	BAD_OR_EVIL	ugly.017
Teko	BAD_OR_EVIL	pan.007
Tembe	BAD_OR_EVIL	ugly.017
Tembe	BAD_OR_EVIL	pan.007
Tupinamba	BAD_OR_EVIL	ugly.017
Wayampi	BAD_OR_EVIL	ugly.017
Xeta	BAD_OR_EVIL	ugly.017
Yuki	BAD_OR_EVIL	bad_or_evil.007
Zoe	BAD_OR_EVIL	ugly.017
Ache	BAMBOO	bamboo.011
Apiaka	BAMBOO	bamboo.011
Arawete	BAMBOO	bamboo.011
Aweti	BAMBOO	bamboo.013
Chiriguano	BAMBOO	bamboo.011
Guajajara	BAMBOO	bamboo.011
Guaja	BAMBOO	bamboo.011
Guarani	BAMBOO	bamboo.011
Guarayo	BAMBOO	bamboo.011
Kaapor	BAMBOO	bamboo.011
Kaiowa	BAMBOO	bamboo.011
Kamajura	BAMBOO	bamboo.011
Kayabi	BAMBOO	bamboo.011
Mawe	BAMBOO	bamboo.011
Mbya	BAMBOO	bamboo.011
Nheengatu	BAMBOO	bamboo.011
Siriono	BAMBOO	bamboo.011
Tapiete	BAMBOO	bamboo.011
Tapirape	BAMBOO	bamboo.007
Teko	BAMBOO	bamboo.004
Tembe	BAMBOO	bamboo.011
Tupinamba	BAMBOO	bamboo.011
Warazu	BAMBOO	bamboo.011
Wayampi	BAMBOO	bamboo.011
Xeta	BAMBOO	bamboo.011
Zoe	BAMBOO	bamboo.002
Amondawa	BANANA	slow.001
Apiaka	BANANA	banana.017
Arawete	BANANA	banana.014
Aweti	BANANA	banana.010
Chiriguano	BANANA	banana.017
Guajajara	BANANA	banana.017
Guaja	BANANA	banana.017
Guarani	BANANA	banana.008
Guarayo	BANANA	banana.010
Kaapor	BANANA	banana.017
Kaiowa	BANANA	banana.017
Kamajura	BANANA	banana.017
Kayabi	BANANA	banana.010
Mawe	BANANA	banana.017
Mbya	BANANA	banana.017
Nheengatu	BANANA	banana.017
Siriono	BANANA	banana.012
Tapiete	BANANA	banana.010
Tapirape	BANANA	banana.017
Tapirape	BANANA	banana.016
Teko	BANANA	banana.017
Tembe	BANANA	banana.017
Tupinamba	BANANA	banana.017
Urueuwauwau	BANANA	banana.017
Warazu	BANANA	banana.017
Wayampi	BANANA	banana.017
Xeta	BANANA	banana.004
Xeta	BANANA	banana.009
Yuki	BANANA	banana.012
Yuki	BANANA	banana.012
Zoe	BANANA	banana.017
Ache	BARK_OR_SHELL	bark_or_shell.014
Ache	BARK_OR_SHELL	bark_or_shell.014
Apiaka	BARK_OR_SHELL	bark_or_shell.014
Arawete	BARK_OR_SHELL	bark_or_shell.012
Aweti	BARK_OR_SHELL	bark_or_shell.013
Aweti	BARK_OR_SHELL	bark_or_shell.014
Chiriguano	BARK_OR_SHELL	bark_or_shell.012
Guajajara	BARK_OR_SHELL	bark_or_shell.014
Guaja	BARK_OR_SHELL	bark_or_shell.005
Guarani	BARK_OR_SHELL	bark_or_shell.014
Guarani	BARK_OR_SHELL	bark_or_shell.014
Guarani	BARK_OR_SHELL	bark_or_shell.012
Guarayo	BARK_OR_SHELL	bark_or_shell.012
Kaapor	BARK_OR_SHELL	bark_or_shell.012
Kaiowa	BARK_OR_SHELL	bark_or_shell.012
Kamajura	BARK_OR_SHELL	bark_or_shell.014
Kayabi	BARK_OR_SHELL	bark_or_shell.014
Mawe	BARK_OR_SHELL	bark_or_shell.014
Mbya	BARK_OR_SHELL	bark_or_shell.009
Nheengatu	BARK_OR_SHELL	bark_or_shell.012
Siriono	BARK_OR_SHELL	bark_or_shell.009
Siriono	BARK_OR_SHELL	bark_or_shell.011
Tapirape	BARK_OR_SHELL	bark_or_shell.014
Teko	BARK_OR_SHELL	bark_or_shell.003
Teko	BARK_OR_SHELL	bark_or_shell.012
Tembe	BARK_OR_SHELL	bark_or_shell.014
Tupinamba	BARK_OR_SHELL	bark_or_shell.011
Tupinamba	BARK_OR_SHELL	skin.004
Urueuwauwau	BARK_OR_SHELL	bark_or_shell.014
Warazu	BARK_OR_SHELL	bark_or_shell.009
Wayampi	BARK_OR_SHELL	bark_or_shell.012
Wayampi	BARK_OR_SHELL	bark_or_shell.011
Xeta	BARK_OR_SHELL	bark_or_shell.009
Yuki	BARK_OR_SHELL	bark_or_shell.009
Zoe	BARK_OR_SHELL	bark_or_shell.012
Ache	BASKET	basket.021
Amondawa	BASKET	basket.021
Apiaka	BASKET	sieve_or_strain.003
Apiaka	BASKET	basket.021
Arawete	BASKET	basket.002
Aweti	BASKET	sieve_or_strain.003
Aweti	BASKET	basket.021
Chiriguano	BASKET	basket.013
Guajajara	BASKET	basket.028
Guajajara	BASKET	basket.021
Guaja	BASKET	basket.021
Guarani	BASKET	basket.027
Guarayo	BASKET	basket.013
Kaapor	BASKET	basket.002
Kaiowa	BASKET	basket.027
Kaiowa	BASKET	basket.027
Kaiowa	BASKET	basket.021
Kamajura	BASKET	sieve_or_strain.003
Kayabi	BASKET	basket.021
Mawe	BASKET	basket.002
Mbya	BASKET	basket.027
Nheengatu	BASKET	basket.018
Siriono	BASKET	basket.013
Siriono	BASKET	basket.021
Siriono	BASKET	basket.013
Tapirape	BASKET	basket.013
Teko	BASKET	basket.025
Tembe	BASKET	basket.021
Tembe	BASKET	basket.021
Tupinamba	BASKET	basket.021
Tupinamba	BASKET	basket.013
Urueuwauwau	BASKET	basket.013
Warazu	BASKET	basket.021
Wayampi	BASKET	basket.021
Xeta	BASKET	basket.021
Yuki	BASKET	basket.021
Zoe	BASKET	basket.002
Ache	BAT	bat.004
Amondawa	BAT	bat.005
Amondawa	BAT	bat.005
Apiaka	BAT	bat.005
Arawete	BAT	bat.005
Aweti	BAT	bat.005
Chiriguano	BAT	bat.005
Guajajara	BAT	bat.005
Guarani	BAT	bat.004
Guarayo	BAT	bat.005
Kaapor	BAT	bat.005
Kaiowa	BAT	bat.005
Kayabi	BAT	bat.005
Mawe	BAT	bat.003
Mbya	BAT	bat.004
Nheengatu	BAT	bat.005
Siriono	BAT	bat.004
Tapiete	BAT	bat.005
Tapirape	BAT	bat.005
Teko	BAT	bat.005
Tembe	BAT	bat.005
Tupinamba	BAT	bat.005
Urueuwauwau	BAT	bat.005
Warazu	BAT	bat.004
Wayampi	BAT	bat.005
Xeta	BAT	bat.004
Yuki	BAT	bat.004
Zoe	BAT	bat.005
Ache	BATHE	bathe.003
Amondawa	BATHE	bathe.006
Apiaka	BATHE	bathe.006
Arawete	BATHE	bathe.006
Aweti	BATHE	bathe.006
Chiriguano	BATHE	bathe.006
Guajajara	BATHE	bathe.006
Guaja	BATHE	bathe.006
Guarani	BATHE	bathe.006
Guarayo	BATHE	bathe.006
Guarayo	BATHE	bathe.006
Kaapor	BATHE	bathe.006
Kamajura	BATHE	bathe.006
Kayabi	BATHE	bathe.006
Mawe	BATHE	bathe.006
Nheengatu	BATHE	bathe.006
Siriono	BATHE	bathe.006
Tapiete	BATHE	bathe.006
Tapirape	BATHE	bathe.006
Teko	BATHE	bathe.006
Tembe	BATHE	bathe.006
Tembe	BATHE	bathe.006
Tupinamba	BATHE	bathe.006
Urueuwauwau	BATHE	bathe.006
Warazu	BATHE	bathe.006
Wayampi	BATHE	bathe.006
Xeta	BATHE	bathe.004
Yuki	BATHE	bathe.006
Yuki	BATHE	bathe.004
Zoe	BATHE	bathe.006
Ache	BE_HUNGRY	be_hungry.005
Amondawa	BE_HUNGRY	be_hungry.009
Amondawa	BE_HUNGRY	be_hungry.017
Arawete	BE_HUNGRY	be_hungry.015
Aweti	BE_HUNGRY	be_hungry.019
Chiriguano	BE_HUNGRY	be_hungry.008
Guajajara	BE_HUNGRY	be_hungry.013
Guaja	BE_HUNGRY	be_hungry.008
Guarani	BE_HUNGRY	be_hungry.008
Guarayo	BE_HUNGRY	be_hungry.008
Kaapor	BE_HUNGRY	be_hungry.008
Kamajura	BE_HUNGRY	be_hungry.011
Kayabi	BE_HUNGRY	be_hungry.017
Mawe	BE_HUNGRY	be_hungry.010
Mbya	BE_HUNGRY	be_hungry.009
Mbya	BE_HUNGRY	be_hungry.008
Nheengatu	BE_HUNGRY	be_hungry.008
Siriono	BE_HUNGRY	be_hungry.007
Teko	BE_HUNGRY	be_hungry.001
Tembe	BE_HUNGRY	be_hungry.013
Tupinamba	BE_HUNGRY	be_hungry.008
Urueuwauwau	BE_HUNGRY	be_hungry.009
Urueuwauwau	BE_HUNGRY	be_hungry.017
Wayampi	BE_HUNGRY	be_hungry.008
Xeta	BE_HUNGRY	be_hungry.008
Zoe	BE_HUNGRY	be_hungry.008
Arawete	BEAD	necklace.024
Aweti	BEAD	bead.012
Chiriguano	BEAD	round.021
Guajajara	BEAD	necklace.012
Guaja	BEAD	necklace.012
Guarani	BEAD	necklace.012
Kaapor	BEAD	necklace.012
Kayabi	BEAD	necklace.024
Nheengatu	BEAD	necklace.024
Siriono	BEAD	bead.002
Tapirape	BEAD	necklace.012
Teko	BEAD	bead.013
Tembe	BEAD	necklace.012
Tupinamba	BEAD	necklace.012
