Language	Parameter	Cognateset
Luxembourgish	AND	and_b
Macedonian	AND	and_0
Macedonian	AND	and_h
Marathi	AND	and_k
Marwari	AND	and_0
Marwari	AND	and_a
Modern_Greek	AND	and_j
Nepali	AND	and_a
Norwegian	AND	and_i
Nuorese	AND	and_f
Old_Church_Slavic	AND	and_h
Old_English	AND	and_b
Old_High_German	AND	and_b
Old_Irish	AND	and_g
Old_Prussian	AND	and_0
Old_West_Norse	AND	and_i
Oriya	AND	and_a
Panjabi	AND	and_l
Pashto	AND	and_e
Persian	AND	and_e
Polish	AND	and_h
Portuguese	AND	and_f
Provencal	AND	and_f
Romani	AND	and_l
Romanian	AND	and_0
Romanian	AND	and_m
Romansh	AND	and_f
Russian	AND	and_h
Sariqoli	AND	and_0
Scots_Gaelic	AND	and_g
Serbian	AND	and_h
Shughni	AND	and_0
Sindhi	AND	and_0
Sindhi	AND	and_a
Singhalese	AND	and_0
Slovak	AND	and_h
Slovenian	AND	and_0
Sogdian	AND	and_o
Spanish	AND	and_f
Swedish	AND	and_i
Swiss_German	AND	and_b
Tajik	AND	and_e
Tocharian_A	AND	and_o
Tocharian_B	AND	and_0
Tosk	AND	and_c
Ukrainian	AND	and_0
Ukrainian	AND	and_h
Upper_Sorbian	AND	and_h
Urdu	AND	and_a
Vedic_Sanskrit	AND	and_o
Wakhi	AND	and_0
Walloon	AND	and_f
Waziri	AND	and_e
Welsh	AND	and_g
Zazaki	AND	and_0
Adapazar	ANIMAL	animal_o
Afrikaans	ANIMAL	animal_a
Ancient_Greek	ANIMAL	animal_g
Ancient_Greek	ANIMAL	animal_h
Arvanitika	ANIMAL	animal_c
Assamese	ANIMAL	animal_f
Assamese	ANIMAL	animal_p
Baluchi	ANIMAL	animal_d
Belarusian	ANIMAL	animal_h
Bengali	ANIMAL	animal_d
Bihari	ANIMAL	animal_d
Breton	ANIMAL	animal_f
Breton	ANIMAL	animal_m
Bulgarian	ANIMAL	animal_g
Cagliari	ANIMAL	animal_f
Catalan	ANIMAL	animal_f
Classical_Armenian	ANIMAL	animal_o
Cornish	ANIMAL	animal_f
Cornish	ANIMAL	animal_i
Czech	ANIMAL	animal_h
Danish	ANIMAL	animal_a
Digor_Ossetic	ANIMAL	animal_e
Dutch	ANIMAL	animal_a
Eastern_Armenian	ANIMAL	animal_0
English	ANIMAL	animal_f
Faroese	ANIMAL	animal_a
Flemish	ANIMAL	animal_a
Flemish	ANIMAL	animal_i
French	ANIMAL	animal_f
Frisian	ANIMAL	animal_a
Frisian	ANIMAL	animal_i
Friulian	ANIMAL	animal_f
German	ANIMAL	animal_a
Gothic	ANIMAL	animal_a
Gujarati	ANIMAL	animal_d
Gujarati	ANIMAL	animal_f
Hindi	ANIMAL	animal_d
Hittite	ANIMAL	animal_0
Hittite	ANIMAL	animal_n
Icelandic	ANIMAL	animal_a
Irish	ANIMAL	animal_f
Italian	ANIMAL	animal_f
Kashmiri	ANIMAL	animal_d
Ladin	ANIMAL	animal_f
Lahnda	ANIMAL	animal_d
Latin	ANIMAL	animal_f
Latin	ANIMAL	animal_i
Latvian	ANIMAL	animal_0
Latvian	ANIMAL	animal_g
Latvian	ANIMAL	animal_h
Lithuanian	ANIMAL	animal_g
Lithuanian	ANIMAL	animal_h
Lower_Sorbian	ANIMAL	animal_h
Luxembourgish	ANIMAL	animal_a
Macedonian	ANIMAL	animal_h
Marathi	ANIMAL	animal_d
Marathi	ANIMAL	animal_f
Marwari	ANIMAL	animal_d
Modern_Greek	ANIMAL	animal_g
Nepali	ANIMAL	animal_d
Nepali	ANIMAL	animal_k
Norwegian	ANIMAL	animal_a
Nuorese	ANIMAL	animal_f
Old_Church_Slavic	ANIMAL	animal_g
Old_Church_Slavic	ANIMAL	animal_h
Old_English	ANIMAL	animal_a
Old_High_German	ANIMAL	animal_a
Old_Irish	ANIMAL	animal_f
Old_Prussian	ANIMAL	animal_f
Old_Prussian	ANIMAL	animal_h
Old_West_Norse	ANIMAL	animal_a
Oriya	ANIMAL	animal_f
Oriya	ANIMAL	animal_k
Oriya	ANIMAL	animal_p
Panjabi	ANIMAL	animal_d
Pashto	ANIMAL	animal_j
Persian	ANIMAL	animal_d
Persian	ANIMAL	animal_j
Polish	ANIMAL	animal_h
Portuguese	ANIMAL	animal_f
Provencal	ANIMAL	animal_f
Romanian	ANIMAL	animal_f
Romansh	ANIMAL	animal_f
Russian	ANIMAL	animal_g
Sariqoli	ANIMAL	animal_d
Sariqoli	ANIMAL	animal_j
Scots_Gaelic	ANIMAL	animal_f
Serbian	ANIMAL	animal_g
Shughni	ANIMAL	animal_j
Sindhi	ANIMAL	animal_d
Singhalese	ANIMAL	animal_0
Slovak	ANIMAL	animal_h
Slovenian	ANIMAL	animal_g
Sogdian	ANIMAL	animal_b
Spanish	ANIMAL	animal_f
Swedish	ANIMAL	animal_a
Swiss_German	ANIMAL	animal_a
Tajik	ANIMAL	animal_d
Tajik	ANIMAL	animal_j
Tocharian_A	ANIMAL	animal_l
Tocharian_B	ANIMAL	animal_l
Tosk	ANIMAL	animal_c
Ukrainian	ANIMAL	animal_0
Upper_Sorbian	ANIMAL	animal_h
Urdu	ANIMAL	animal_d
Vedic_Sanskrit	ANIMAL	animal_0
Vedic_Sanskrit	ANIMAL	animal_k
Walloon	ANIMAL	animal_i
Waziri	ANIMAL	animal_d
Welsh	ANIMAL	animal_f
Zazaki	ANIMAL	animal_j
Adapazar	ASH	ashes_c
Afrikaans	ASH	ashes_a
Ancient_Greek	ASH	ashes_0
Ancient_Greek	ASH	ashes_l
Arumanian	ASH	ashes_e
Arvanitika	ASH	ashes_e
Assamese	ASH	ashes_m
Avestan	ASH	ashes_q
Baluchi	ASH	ashes_d
Belarusian	ASH	ashes_g
Bengali	ASH	ashes_m
Bihari	ASH	ashes_m
Breton	ASH	ashes_f
Bulgarian	ASH	ashes_g
Cagliari	ASH	ashes_e
Catalan	ASH	ashes_e
Classical_Armenian	ASH	ashes_a
Classical_Armenian	ASH	ashes_c
Cornish	ASH	ashes_f
Czech	ASH	ashes_g
Danish	ASH	ashes_a
Digor_Ossetic	ASH	ashes_p
Dutch	ASH	ashes_a
Eastern_Armenian	ASH	ashes_c
English	ASH	ashes_a
Faroese	ASH	ashes_a
Flemish	ASH	ashes_a
French	ASH	ashes_e
Frisian	ASH	ashes_a
Friulian	ASH	ashes_e
German	ASH	ashes_a
Gothic	ASH	ashes_a
Gujarati	ASH	ashes_i
Hindi	ASH	ashes_i
Hittite	ASH	ashes_a
Icelandic	ASH	ashes_a
Irish	ASH	ashes_f
Italian	ASH	ashes_e
Kashmiri	ASH	ashes_k
Kurdish	ASH	ashes_r
Ladin	ASH	ashes_e
Lahnda	ASH	ashes_k
Latin	ASH	ashes_e
Latvian	ASH	ashes_g
Lithuanian	ASH	ashes_g
Lower_Sorbian	ASH	ashes_g
Luxembourgish	ASH	ashes_a
Macedonian	ASH	ashes_g
Marathi	ASH	ashes_i
Marathi	ASH	ashes_n
Marwari	ASH	ashes_i
Marwari	ASH	ashes_n
Modern_Greek	ASH	ashes_h
Nepali	ASH	ashes_j
Norwegian	ASH	ashes_a
Nuorese	ASH	ashes_e
Old_Church_Slavic	ASH	ashes_g
Old_English	ASH	ashes_a
Old_High_German	ASH	ashes_a
Old_Irish	ASH	ashes_f
Old_Prussian	ASH	ashes_g
Old_West_Norse	ASH	ashes_a
Oriya	ASH	ashes_0
Oriya	ASH	ashes_n
Panjabi	ASH	ashes_k
Pashto	ASH	ashes_q
Persian	ASH	ashes_j
Polish	ASH	ashes_g
Portuguese	ASH	ashes_e
Provencal	ASH	ashes_e
Romani	ASH	ashes_s
Romanian	ASH	ashes_e
Romansh	ASH	ashes_e
Russian	ASH	ashes_0
Sariqoli	ASH	ashes_q
Scots_Gaelic	ASH	ashes_f
Serbian	ASH	ashes_g
Shughni	ASH	ashes_q
Singhalese	ASH	ashes_0
Slovak	ASH	ashes_g
Slovenian	ASH	ashes_g
Sogdian	ASH	ashes_q
Spanish	ASH	ashes_e
Swedish	ASH	ashes_a
Swedish	ASH	ashes_h
Swiss_German	ASH	ashes_a
Tajik	ASH	ashes_j
Tocharian_A	ASH	ashes_o
Tocharian_B	ASH	ashes_o
Tosk	ASH	ashes_e
Ukrainian	ASH	ashes_g
Upper_Sorbian	ASH	ashes_g
Urdu	ASH	ashes_i
Vedic_Sanskrit	ASH	ashes_a
Vedic_Sanskrit	ASH	ashes_n
Wakhi	ASH	ashes_d
Walloon	ASH	ashes_e
Waziri	ASH	ashes_q
Welsh	ASH	ashes_f
Zazaki	ASH	ashes_r
Adapazar	AT	at_d
Afrikaans	AT	at_v
Ancient_Greek	AT	at_0
Ancient_Greek	AT	at_ah
Ancient_Greek	AT	at_i
Ancient_Greek	AT	at_j
Arumanian	AT	at_r
Arvanitika	AT	at_c
Assamese	AT	at_h
Baluchi	AT	at_a
Baluchi	AT	at_aa
Belarusian	AT	at_0
Belarusian	AT	at_n
Breton	AT	at_j
Bulgarian	AT	at_q
Cagliari	AT	at_r
Catalan	AT	at_0
Catalan	AT	at_r
Classical_Armenian	AT	at_0
Classical_Armenian	AT	at_ah
Cornish	AT	at_w
Czech	AT	at_0
Czech	AT	at_n
Czech	AT	at_o
Czech	AT	at_p
Czech	AT	at_q
Danish	AT	at_u
Digor_Ossetic	AT	at_a
Dutch	AT	at_v
Eastern_Armenian	AT	at_0
English	AT	at_r
Faroese	AT	at_0
Faroese	AT	at_r
Faroese	AT	at_u
Flemish	AT	at_t
Flemish	AT	at_v
French	AT	at_r
Frisian	AT	at_i
Friulian	AT	at_r
German	AT	at_t
Gothic	AT	at_r
Hindi	AT	at_g
Hindi	AT	at_l
Icelandic	AT	at_0
Icelandic	AT	at_u
Irish	AT	at_r
Italian	AT	at_r
Kashmiri	AT	at_f
Ladin	AT	at_r
Lahnda	AT	at_h
Latin	AT	at_r
Latvian	AT	at_0
Latvian	AT	at_n
Lithuanian	AT	at_b
Lithuanian	AT	at_n
Lower_Sorbian	AT	at_j
Luxembourgish	AT	at_0
Luxembourgish	AT	at_i
Luxembourgish	AT	at_t
Macedonian	AT	at_p
Macedonian	AT	at_q
Marathi	AT	at_g
Marathi	AT	at_h
Marathi	AT	at_l
Modern_Greek	AT	at_e
Nepali	AT	at_g
Norwegian	AT	at_u
Nuorese	AT	at_r
Old_Church_Slavic	AT	at_n
Old_Church_Slavic	AT	at_p
Old_English	AT	at_r
Old_High_German	AT	at_n
Old_High_German	AT	at_r
Old_Irish	AT	at_0
Old_Prussian	AT	at_n
Old_West_Norse	AT	at_r
Old_West_Norse	AT	at_u
Oriya	AT	at_m
Panjabi	AT	at_g
Panjabi	AT	at_l
Pashto	AT	at_a
Pashto	AT	at_z
Polish	AT	at_j
Polish	AT	at_n
Portuguese	AT	at_j
Portuguese	AT	at_s
Provencal	AT	at_r
Romani	AT	at_af
Romanian	AT	at_0
Romanian	AT	at_r
Romansh	AT	at_r
Russian	AT	at_j
Russian	AT	at_p
Sariqoli	AT	at_ae
Scots_Gaelic	AT	at_r
Serbian	AT	at_n
Serbian	AT	at_o
Serbian	AT	at_p
Sindhi	AT	at_0
Singhalese	AT	at_ag
Slovak	AT	at_n
Slovenian	AT	at_o
Slovenian	AT	at_q
Sogdian	AT	at_x
Spanish	AT	at_r
Swedish	AT	at_0
Swedish	AT	at_u
Swiss_German	AT	at_t
Tajik	AT	at_ac
Tajik	AT	at_ad
Tocharian_A	AT	at_b
Tocharian_B	AT	at_b
Tosk	AT	at_0
Ukrainian	AT	at_0
Ukrainian	AT	at_j
Ukrainian	AT	at_n
Ukrainian	AT	at_q
Upper_Sorbian	AT	at_n
Urdu	AT	at_l
Vedic_Sanskrit	AT	at_h
Vedic_Sanskrit	AT	at_i
Wakhi	AT	at_y
Wakhi	AT	at_z
Walloon	AT	at_r
Waziri	AT	at_k
Welsh	AT	at_j
Welsh	AT	at_w
Zazaki	AT	at_ab
Zazaki	AT	at_z
Adapazar	BACK	back_0
Afrikaans	BACK	back_r
Ancient_Greek	BACK	back_e
Assamese	BACK	back_g
Avestan	BACK	back_g
Baluchi	BACK	back_g
Belarusian	BACK	back_0
Bengali	BACK	back_g
Bihari	BACK	back_g
Bihari	BACK	back_y
Breton	BACK	back_i
Catalan	BACK	back_c
Catalan	BACK	back_f
Classical_Armenian	BACK	back_0
Cornish	BACK	back_i
Czech	BACK	back_0
Danish	BACK	back_b
Digor_Ossetic	BACK	back_t
Dutch	BACK	back_r
Eastern_Armenian	BACK	back_0
English	BACK	back_b
Faroese	BACK	back_b
Faroese	BACK	back_r
Flemish	BACK	back_r
French	BACK	back_h
Frisian	BACK	back_r
Friulian	BACK	back_f
German	BACK	back_r
Gothic	BACK	back_0
Gothic	BACK	back_e
Gujarati	BACK	back_0
Gujarati	BACK	back_g
Hindi	BACK	back_g
Hittite	BACK	back_0
Icelandic	BACK	back_b
Irish	BACK	back_n
Italian	BACK	back_h
Kashmiri	BACK	back_g
Ladin	BACK	back_h
Ladin	BACK	back_s
Lahnda	BACK	back_g
Latin	BACK	back_0
Latin	BACK	back_h
Latvian	BACK	back_o
Lithuanian	BACK	back_o
Lower_Sorbian	BACK	back_j
Luxembourgish	BACK	back_r
Macedonian	BACK	back_j
Marathi	BACK	back_g
Marwari	BACK	back_z
Modern_Greek	BACK	back_l
Nepali	BACK	back_g
Norwegian	BACK	back_r
Old_Church_Slavic	BACK	back_j
Old_Church_Slavic	BACK	back_u
Old_English	BACK	back_b
Old_English	BACK	back_r
Old_High_German	BACK	back_r
Old_Irish	BACK	back_0
Old_Irish	BACK	back_n
Old_Prussian	BACK	back_0
Old_West_Norse	BACK	back_b
Old_West_Norse	BACK	back_r
Oriya	BACK	back_g
Panjabi	BACK	back_g
Pashto	BACK	back_a
Persian	BACK	back_g
Polish	BACK	back_p
Portuguese	BACK	back_0
Portuguese	BACK	back_h
Provencal	BACK	back_f
Provencal	BACK	back_h
Romani	BACK	back_m
Romanian	BACK	back_c
Romanian	BACK	back_h
Romansh	BACK	back_h
Russian	BACK	back_q
Sariqoli	BACK	back_m
Sariqoli	BACK	back_v
Scots_Gaelic	BACK	back_n
Serbian	BACK	back_u
Shughni	BACK	back_m
Sindhi	BACK	back_g
Singhalese	BACK	back_g
Slovenian	BACK	back_j
Sogdian	BACK	back_g
Spanish	BACK	back_c
Spanish	BACK	back_h
Swedish	BACK	back_r
Swiss_German	BACK	back_r
Tajik	BACK	back_g
Tocharian_B	BACK	back_0
Tosk	BACK	back_q
Ukrainian	BACK	back_e
Ukrainian	BACK	back_q
Upper_Sorbian	BACK	back_j
Urdu	BACK	back_w
Vedic_Sanskrit	BACK	back_g
Wakhi	BACK	back_m
Wakhi	BACK	back_v
Walloon	BACK	back_s
Waziri	BACK	back_a
Welsh	BACK	back_0
Welsh	BACK	back_i
Zazaki	BACK	back_g
Adapazar	BAD	bad_0
Afrikaans	BAD	bad_b
Ancient_Greek	BAD	bad_0
Ancient_Greek	BAD	bad_i
Arumanian	BAD	bad_n
Arvanitika	BAD	bad_i
Assamese	BAD	bad_al
Assamese	BAD	bad_am
Avestan	BAD	bad_i
Baluchi	BAD	bad_a
Baluchi	BAD	bad_z
Belarusian	BAD	bad_0
Belarusian	BAD	bad_k
Bengali	BAD	bad_a
Bihari	BAD	bad_a
Breton	BAD	bad_e
Bulgarian	BAD	bad_f
Cagliari	BAD	bad_d
Catalan	BAD	bad_d
Classical_Armenian	BAD	bad_0
Cornish	BAD	bad_o
Cornish	BAD	bad_t
Czech	BAD	bad_g
Czech	BAD	bad_s
Danish	BAD	bad_q
Digor_Ossetic	BAD	bad_an
Dutch	BAD	bad_b
Eastern_Armenian	BAD	bad_p
English	BAD	bad_t
Faroese	BAD	bad_r
Flemish	BAD	bad_b
French	BAD	bad_d
Frisian	BAD	bad_0
Frisian	BAD	bad_h
Friulian	BAD	bad_0
German	BAD	bad_b
Gothic	BAD	bad_u
Gujarati	BAD	bad_a
Hindi	BAD	bad_a
Hindi	BAD	bad_w
Hittite	BAD	bad_ac
Icelandic	BAD	bad_q
Icelandic	BAD	bad_r
Irish	BAD	bad_aa
Irish	BAD	bad_j
Italian	BAD	bad_v
Kashmiri	BAD	bad_ap
Kashmiri	BAD	bad_p
Kashmiri	BAD	bad_x
Ladin	BAD	bad_d
Lahnda	BAD	bad_w
Latin	BAD	bad_d
Latvian	BAD	bad_0
Latvian	BAD	bad_b
Lithuanian	BAD	bad_k
Lithuanian	BAD	bad_y
Lower_Sorbian	BAD	bad_g
Luxembourgish	BAD	bad_b
Macedonian	BAD	bad_f
Marathi	BAD	bad_as
Marwari	BAD	bad_p
Marwari	BAD	bad_w
Modern_Greek	BAD	bad_i
Nepali	BAD	bad_ak
Norwegian	BAD	bad_m
Nuorese	BAD	bad_d
Old_Church_Slavic	BAD	bad_g
Old_English	BAD	bad_u
Old_High_German	BAD	bad_u
Old_Irish	BAD	bad_j
Old_Prussian	BAD	bad_0
Old_West_Norse	BAD	bad_q
Old_West_Norse	BAD	bad_r
Oriya	BAD	bad_a
Panjabi	BAD	bad_w
Pashto	BAD	bad_p
Persian	BAD	bad_p
Polish	BAD	bad_g
Portuguese	BAD	bad_d
Provencal	BAD	bad_0
Provencal	BAD	bad_v
Romani	BAD	bad_ar
Romanian	BAD	bad_0
Romansh	BAD	bad_0
Romansh	BAD	bad_d
Russian	BAD	bad_0
Sariqoli	BAD	bad_ag
Scots_Gaelic	BAD	bad_aa
Scots_Gaelic	BAD	bad_j
Serbian	BAD	bad_f
Shughni	BAD	bad_ae
Shughni	BAD	bad_z
Sindhi	BAD	bad_a
Sindhi	BAD	bad_ao
Sindhi	BAD	bad_p
Sindhi	BAD	bad_x
Singhalese	BAD	bad_aq
Slovak	BAD	bad_g
Slovenian	BAD	bad_n
Sogdian	BAD	bad_af
Spanish	BAD	bad_d
Swedish	BAD	bad_0
Swedish	BAD	bad_m
Swedish	BAD	bad_q
Swiss_German	BAD	bad_b
Tajik	BAD	bad_p
Tajik	BAD	bad_z
Tocharian_A	BAD	bad_0
Tocharian_B	BAD	bad_0
Tocharian_B	BAD	bad_ad
Tosk	BAD	bad_i
Ukrainian	BAD	bad_0
Upper_Sorbian	BAD	bad_g
Urdu	BAD	bad_a
Urdu	BAD	bad_w
Vedic_Sanskrit	BAD	bad_ai
Wakhi	BAD	bad_ae
Walloon	BAD	bad_d
Waziri	BAD	bad_a
Waziri	BAD	bad_p
Welsh	BAD	bad_o
Adapazar	BARK	bark_d
Afrikaans	BARK	bark_b
Afrikaans	BARK	bark_h
Ancient_Greek	BARK	bark_l
Arumanian	BARK	bark_k
Arvanitika	BARK	bark_0
Assamese	BARK	bark_e
Assamese	BARK	bark_n
Baluchi	BARK	bark_t
Belarusian	BARK	bark_b
Bengali	BARK	bark_e
Bihari	BARK	bark_e
Breton	BARK	bark_f
Bulgarian	BARK	bark_b
Cagliari	BARK	bark_b
Catalan	BARK	bark_b
Classical_Armenian	BARK	bark_d
Cornish	BARK	bark_f
Czech	BARK	bark_b
Danish	BARK	bark_g
Digor_Ossetic	BARK	bark_s
Dutch	BARK	bark_b
Eastern_Armenian	BARK	bark_d
English	BARK	bark_g
Faroese	BARK	bark_g
Flemish	BARK	bark_h
French	BARK	bark_b
Frisian	BARK	bark_h
Friulian	BARK	bark_b
Friulian	BARK	bark_z
German	BARK	bark_g
German	BARK	bark_j
Gothic	BARK	bark_0
Gujarati	BARK	bark_e
Hindi	BARK	bark_e
Icelandic	BARK	bark_g
Irish	BARK	bark_m
Italian	BARK	bark_b
Kashmiri	BARK	bark_s
Kashmiri	BARK	bark_y
Kurdish	BARK	bark_u
Kurdish	BARK	bark_v
Ladin	BARK	bark_b
Lahnda	BARK	bark_e
Latin	BARK	bark_b
Latvian	BARK	bark_r
Lithuanian	BARK	bark_o
Lower_Sorbian	BARK	bark_b
Luxembourgish	BARK	bark_0
Macedonian	BARK	bark_b
Marathi	BARK	bark_e
Marwari	BARK	bark_e
Modern_Greek	BARK	bark_0
Nepali	BARK	bark_n
Norwegian	BARK	bark_g
Nuorese	BARK	bark_b
Old_Church_Slavic	BARK	bark_b
Old_English	BARK	bark_j
Old_High_German	BARK	bark_j
Old_Irish	BARK	bark_0
Old_Irish	BARK	bark_f
Old_Prussian	BARK	bark_0
Old_West_Norse	BARK	bark_g
Oriya	BARK	bark_e
Oriya	BARK	bark_n
Panjabi	BARK	bark_e
Pashto	BARK	bark_a
Persian	BARK	bark_a
Polish	BARK	bark_b
Portuguese	BARK	bark_b
Provencal	BARK	bark_0
Provencal	BARK	bark_f
Romani	BARK	bark_b
Romanian	BARK	bark_b
Romansh	BARK	bark_b
Romansh	BARK	bark_z
Russian	BARK	bark_b
Scots_Gaelic	BARK	bark_f
Serbian	BARK	bark_b
Shughni	BARK	bark_a
Shughni	BARK	bark_w
Shughni	BARK	bark_x
Sindhi	BARK	bark_e
Singhalese	BARK	bark_aa
Slovak	BARK	bark_b
Slovenian	BARK	bark_0
Spanish	BARK	bark_b
Swedish	BARK	bark_g
Swiss_German	BARK	bark_j
Tajik	BARK	bark_a
Tocharian_B	BARK	bark_0
Tosk	BARK	bark_0
Ukrainian	BARK	bark_0
Upper_Sorbian	BARK	bark_b
Urdu	BARK	bark_e
Vedic_Sanskrit	BARK	bark_q
Wakhi	BARK	bark_a
Walloon	BARK	bark_i
Waziri	BARK	bark_p
Welsh	BARK	bark_f
Adapazar	BE ALIVE	live_d
Afrikaans	BE ALIVE	live_b
Ancient_Greek	BE ALIVE	live_a
Arvanitika	BE ALIVE	live_c
Assamese	BE ALIVE	live_a
Avestan	BE ALIVE	live_a
Baluchi	BE ALIVE	live_a
Belarusian	BE ALIVE	live_a
Bengali	BE ALIVE	live_a
Bihari	BE ALIVE	live_a
Breton	BE ALIVE	live_a
Bulgarian	BE ALIVE	live_a
Cagliari	BE ALIVE	live_a
Catalan	BE ALIVE	live_a
Catalan	BE ALIVE	live_g
Classical_Armenian	BE ALIVE	live_a
Cornish	BE ALIVE	live_a
Czech	BE ALIVE	live_a
Danish	BE ALIVE	live_b
Digor_Ossetic	BE ALIVE	live_h
Dutch	BE ALIVE	live_b
Eastern_Armenian	BE ALIVE	live_d
English	BE ALIVE	live_b
Faroese	BE ALIVE	live_b
Flemish	BE ALIVE	live_b
French	BE ALIVE	live_a
Frisian	BE ALIVE	live_b
Friulian	BE ALIVE	live_a
German	BE ALIVE	live_b
Gothic	BE ALIVE	live_b
Gothic	BE ALIVE	live_e
Gujarati	BE ALIVE	live_a
Hindi	BE ALIVE	live_0
Hindi	BE ALIVE	live_a
Hittite	BE ALIVE	live_e
Icelandic	BE ALIVE	live_b
Irish	BE ALIVE	live_a
Italian	BE ALIVE	live_a
Kashmiri	BE ALIVE	live_0
Kashmiri	BE ALIVE	live_a
Ladin	BE ALIVE	live_a
Lahnda	BE ALIVE	live_a
Latin	BE ALIVE	live_a
Latvian	BE ALIVE	live_a
Lithuanian	BE ALIVE	live_a
Lower_Sorbian	BE ALIVE	live_a
Luxembourgish	BE ALIVE	live_b
Macedonian	BE ALIVE	live_a
Marathi	BE ALIVE	live_0
Marathi	BE ALIVE	live_a
Marwari	BE ALIVE	live_0
Modern_Greek	BE ALIVE	live_a
Nepali	BE ALIVE	live_a
Norwegian	BE ALIVE	live_b
Nuorese	BE ALIVE	live_0
Old_Church_Slavic	BE ALIVE	live_a
Old_English	BE ALIVE	live_b
